K-means Cluster,mrna_NUMA1,mrna_PRKCSH,mrna_NDUFA4,mrna_KIAA1324,mrna_SFN,mrna_CD74,mrna_ANXA4,mrna_HMGB1,mrna_ASCL2,mrna_CFTR,mrna_CDK12,mrna_CES2,mrna_SDC1,mrna_CA12,mrna_MYL9,mrna_DEFA6,mrna_EIF3E,mrna_ITM2B,mrna_COL17A1,mrna_ABP1,mrna_COL5A2,mrna_ATP9A,mrna_MLLT6,mrna_BMS1P20,mrna_RPS12,mrna_AKR1B1,mrna_KIAA1199,mrna_RHOC,mrna_ANXA1,mrna_CYP2W1
0,-0.1235466820256821,-0.06470166322846416,-0.1788102488188571,0.25432202732483605,0.23518513102207184,0.3119642540927647,-0.016522781176144502,-0.27369742898417015,-0.3904735480058322,-0.16850602636690193,-0.12910592562049433,-0.16762453881038095,0.08036458954094836,0.3754410148602442,-0.14411499954372445,0.11935829804948692,-0.42959453048005797,0.0017986913036099812,0.022254728850036314,0.013206225926923032,-0.0017488933619791067,-0.4576396063810524,-0.2561499858904781,0.11401634364169119,-0.02281174018408406,-0.044847318271793,0.07641557930615861,0.20726783493716858,0.1786207981530697,-0.27131913081443676
1,0.06574432427248686,0.05725001261007194,-0.022471082333346264,-0.19289353765567174,-0.0791701177670754,-0.17531883639043783,-0.1822571378820333,0.08395740761939603,0.30960637799857743,0.043434247003757996,-0.016036236777369428,0.20788020739219124,-0.04328056033353498,-0.18125293152515015,0.11140362394997541,-0.10332617961157094,0.21547823637967545,0.006976293380465227,-0.00018257528353870484,0.09321955593085149,0.11302260269533244,0.20280161147319586,0.15360561791148772,-0.0123480218897934,-0.1088936436519946,-0.04640632558707141,-0.15810144077753038,-0.06218543711232799,-0.07176841370300455,0.0573604066931741
2,-0.15754980808209754,0.05065994733637361,0.1949889400937159,0.12944356673348442,0.024881679647130468,0.030203013685721633,0.23752265302561204,-0.014015681503819696,-0.25474757697428824,0.10591608639630153,0.12421009156746059,-0.18297324555368852,0.13529528607099936,-0.13473247895033427,0.10938479209534761,0.0841658727773771,0.27954302966065075,0.018941568287014012,0.13220299591190987,-0.011836005432114613,0.05124058269430711,-0.07391928784030101,-0.2160088133632845,-0.10228078348575242,0.1719473201518823,0.1723156066996545,0.2293111326960381,-0.06408034334741546,0.08034336468309286,-0.058631371639439954
3,0.22399605072978504,-0.021008622856782257,0.13455137972163647,-0.2269501425788715,-0.26304648974634176,-0.2542953380123088,0.07053089496530156,0.30470728717462686,0.37634895044717753,0.1052525085441818,0.11038880481340761,0.12297177271500605,-0.171722874502059,-0.205917069661459,-0.022817727396537812,-0.10875177802919843,0.12300161709540641,-0.02722617217248798,-0.14013145134323002,-0.13229371151765815,-0.1875702704359797,0.4685702827510733,0.3516785834876073,-0.06869445072969518,0.03678656630092483,-0.013100715236260906,-0.09156318828452523,-0.17181480987546333,-0.23448201495123183,0.37243455425132427
