K-means Cluster,cna_GTF2E2,cna_IMPA2,cna_DCP1B,cna_LINC03054,cna_RP11-770E5.1,cna_TCAP,cna_PNMT,cna_STARD3,cna_GSDMB,cna_DHRS7B,cna_PDE4D,cna_LOC100134868,cna_FAM182A,cna_IKBKB,cna_NINL,cna_GOLGA7,cna_RNU6-52P,cna_ISM1,cna_ISM1-AS1,cna_CDS2,cna_RNF5P1,cna_RP4-697P8.3,cna_SPTLC3,cna_SNAP25-AS1,cna_ANKEF1,cna_PRKCA,cna_PLCB1,cna_SCRT2,cna_ANGPT4,cna_FAM110A
0,0.19851837840602965,0.38738296899008023,0.067135807198721,-0.7939291135998078,-0.7939291135998078,-0.16271838575979897,-0.16271838575979897,-0.16271838575979897,-0.15645994229800936,0.3108168738605903,0.16794722893205596,-0.1345581621930955,-0.1345581621930955,-0.5354392968617432,-0.0368417390820592,-0.45648438521972307,-0.4905812325400345,0.19429749436198324,0.19429749436198324,0.2088929898919766,-0.025145570247360128,0.19429749436198324,0.19124081360506034,0.18243345403516825,0.18243345403516825,-0.1209494103456982,0.17431524631167022,0.2034924360466504,0.2034924360466504,0.2034924360466504
1,-0.7348126070633316,-0.23821343377679016,-0.12708229343401567,0.4818566527206168,0.4818566527206168,0.0384518462214888,0.0384518462214888,0.0384518462214888,0.03807386048286676,-0.2789125195509847,-0.2491264006378615,0.3312365506628093,0.3312365506628093,0.1183868426040007,0.38149633227811913,0.03790480727001475,0.3033353911244322,0.6065025374751823,0.6065025374751823,0.6146948478694367,0.1770359633518703,0.6065025374751823,0.6100653349742557,0.6188051699423333,0.6188051699423333,0.0016544069520314315,0.6002017865885934,0.5748251862434681,0.5748251862434681,0.5748251862434681
2,1.3921082624472743,0.07513417896738876,0.24192191252167192,0.7970062858680791,0.7970062858680791,0.17918277605050367,0.17918277605050367,0.17918277605050367,0.1476089231263432,0.2450746011485692,0.06355695270711738,0.24880043665077442,0.24880043665077442,0.7972406033926634,0.21070739405400432,0.8338028637596167,-0.03392411209240668,0.3799339531340861,0.3799339531340861,0.432842624430312,-0.1692548887216996,0.3799339531340861,0.37618275090609976,0.3943250368745083,0.3943250368745083,0.15557308477265347,0.4090164219647716,0.4474379453327051,0.4474379453327051,0.4474379453327051
3,-0.46007319443026345,-0.31944436906560003,-0.128884564172759,-0.1106501597344458,-0.1106501597344458,0.04365607166971122,0.04365607166971122,0.04365607166971122,0.060611228515935235,-0.29133777314917575,0.02788395597294546,-0.4390965004204338,-0.4390965004204338,-0.01456458368959747,-0.6182150740001238,-0.055017262877488475,0.35254969151313637,-1.3922823460043274,-1.3922823460043274,-1.467609945815903,-0.057769286264542946,-1.3922823460043274,-1.3894031574175905,-1.4026561515519804,-1.4026561515519804,0.04960803546111767,-1.3782009007464464,-1.4191494109474103,-1.4191494109474103,-1.4191494109474103
